Bus ID,Bus Type,Capacity,Battery Type,Battery Capacity
12311,Urban,43,Lithium-Ion,207
12312,Urban,40,Lithium-Ion,260
12313,Suburban,44,Lithium-Ion,171
12314,Urban,79,Lead-Acid,161
12315,Suburban,77,Lithium-Ion,284
12316,Suburban,58,Lead-Acid,197
12317,Suburban,52,Lithium-Ion,224
12318,Suburban,57,Lead-Acid,208
12319,Suburban,56,Lithium-Ion,269
12320,Suburban,59,Lithium-Ion,264
12321,Urban,58,Lead-Acid,168
12322,Urban,46,Lead-Acid,291
12323,Suburban,55,Lead-Acid,161
12324,Urban,70,Lead-Acid,215
12325,Urban,78,Lead-Acid,204
12326,Suburban,54,Lithium-Ion,190
12327,Urban,40,Lead-Acid,276
12328,Urban,49,Lead-Acid,293
12329,Suburban,62,Lead-Acid,194
12330,Urban,61,Lead-Acid,151
12331,Suburban,65,Lead-Acid,196
12332,Suburban,67,Lead-Acid,252
12333,Urban,47,Lithium-Ion,176
12334,Urban,71,Lithium-Ion,157
12335,Urban,71,Lithium-Ion,169
12336,Urban,71,Lead-Acid,216
12337,Suburban,51,Lithium-Ion,201
12338,Urban,48,Lithium-Ion,261
12339,Urban,69,Lead-Acid,203
12340,Suburban,58,Lithium-Ion,281
12341,Urban,47,Lithium-Ion,185
12342,Urban,72,Lithium-Ion,259
12343,Urban,74,Lead-Acid,229
12344,Suburban,76,Lithium-Ion,228
12345,Urban,66,Lithium-Ion,238
12346,Urban,52,Lead-Acid,230
12347,Urban,50,Lithium-Ion,182
12348,Urban,65,Lead-Acid,236
12349,Suburban,64,Lead-Acid,174
12350,Suburban,66,Lead-Acid,279
12351,Suburban,54,Lithium-Ion,297
12352,Suburban,56,Lithium-Ion,285
12353,Urban,41,Lead-Acid,250
12354,Urban,41,Lithium-Ion,275
12355,Urban,44,Lead-Acid,205
12356,Urban,75,Lithium-Ion,159
12357,Urban,53,Lithium-Ion,152
12358,Urban,61,Lead-Acid,258
12359,Urban,61,Lead-Acid,199
12360,Suburban,49,Lithium-Ion,271
12361,Suburban,55,Lithium-Ion,172
12362,Suburban,69,Lead-Acid,286
12363,Suburban,77,Lithium-Ion,150
12364,Urban,69,Lithium-Ion,297
12365,Suburban,60,Lead-Acid,170
12366,Urban,60,Lead-Acid,186
12367,Urban,41,Lead-Acid,177
12368,Suburban,65,Lead-Acid,213
12369,Suburban,47,Lithium-Ion,243
12370,Urban,40,Lead-Acid,161
12371,Urban,55,Lithium-Ion,210
12372,Suburban,52,Lithium-Ion,196
12373,Urban,73,Lithium-Ion,242
12374,Urban,52,Lead-Acid,194
12375,Urban,64,Lithium-Ion,299
12376,Suburban,79,Lead-Acid,248
12377,Urban,69,Lithium-Ion,153
12378,Suburban,70,Lead-Acid,202
12379,Suburban,57,Lead-Acid,167
12380,Suburban,50,Lithium-Ion,228
12381,Urban,76,Lithium-Ion,163
12382,Suburban,78,Lithium-Ion,211
12383,Urban,43,Lithium-Ion,162
12384,Urban,46,Lead-Acid,156
12385,Urban,69,Lithium-Ion,190
12386,Suburban,62,Lithium-Ion,251
12387,Suburban,43,Lithium-Ion,247
12388,Suburban,76,Lead-Acid,200
12389,Suburban,74,Lead-Acid,156
12390,Suburban,78,Lead-Acid,248
12391,Suburban,73,Lead-Acid,270
12392,Suburban,76,Lithium-Ion,258
12393,Suburban,46,Lead-Acid,218
12394,Urban,58,Lithium-Ion,292
12395,Suburban,59,Lithium-Ion,157
12396,Suburban,50,Lead-Acid,254
12397,Urban,65,Lithium-Ion,151
12398,Suburban,42,Lithium-Ion,288
12399,Suburban,56,Lithium-Ion,264
12400,Suburban,74,Lithium-Ion,293
12401,Suburban,52,Lithium-Ion,252
12402,Urban,48,Lead-Acid,220
12403,Suburban,70,Lithium-Ion,166
12404,Urban,50,Lead-Acid,201
12405,Suburban,40,Lithium-Ion,292
12406,Suburban,43,Lithium-Ion,162
12407,Urban,54,Lithium-Ion,261
12408,Suburban,45,Lithium-Ion,165
12409,Suburban,66,Lithium-Ion,150
12410,Suburban,52,Lead-Acid,285
12411,Urban,62,Lithium-Ion,233
12412,Suburban,67,Lead-Acid,298
12413,Suburban,54,Lead-Acid,211
12414,Suburban,55,Lithium-Ion,176
12415,Suburban,63,Lithium-Ion,225
12416,Suburban,51,Lead-Acid,228
12417,Suburban,52,Lithium-Ion,278
12418,Suburban,61,Lithium-Ion,154
12419,Urban,40,Lead-Acid,254
12420,Urban,71,Lithium-Ion,204
12421,Urban,66,Lithium-Ion,191
12422,Urban,64,Lead-Acid,290
12423,Suburban,61,Lithium-Ion,152
12424,Suburban,71,Lithium-Ion,226
12425,Suburban,51,Lead-Acid,219
12426,Urban,56,Lithium-Ion,224
12427,Suburban,56,Lead-Acid,255
12428,Suburban,46,Lithium-Ion,167
12429,Urban,61,Lead-Acid,278
12430,Suburban,48,Lithium-Ion,177
12431,Suburban,72,Lithium-Ion,261
12432,Urban,56,Lead-Acid,221
12433,Suburban,65,Lithium-Ion,209
12434,Urban,70,Lead-Acid,294
12435,Suburban,79,Lead-Acid,287
12436,Suburban,63,Lithium-Ion,293
12437,Urban,45,Lead-Acid,210
12438,Urban,41,Lithium-Ion,240
12439,Suburban,58,Lead-Acid,267
12440,Suburban,69,Lead-Acid,196
12441,Urban,71,Lead-Acid,233
12442,Urban,77,Lithium-Ion,249
12443,Suburban,71,Lithium-Ion,281
12444,Urban,74,Lithium-Ion,210
12445,Suburban,49,Lead-Acid,170
12446,Suburban,66,Lead-Acid,273
12447,Urban,69,Lead-Acid,283
12448,Suburban,60,Lithium-Ion,154
12449,Urban,73,Lead-Acid,230
12450,Urban,77,Lead-Acid,274
12451,Urban,40,Lithium-Ion,218
12452,Suburban,69,Lithium-Ion,227
12453,Suburban,71,Lithium-Ion,229
12454,Urban,67,Lithium-Ion,232
12455,Suburban,76,Lithium-Ion,224
12456,Urban,67,Lead-Acid,164
12457,Urban,48,Lead-Acid,156
12458,Suburban,74,Lead-Acid,211
12459,Urban,69,Lithium-Ion,260
12460,Urban,50,Lead-Acid,199
12461,Urban,68,Lead-Acid,234
12462,Suburban,73,Lead-Acid,157
12463,Urban,54,Lead-Acid,199
12464,Suburban,65,Lithium-Ion,231
12465,Urban,48,Lead-Acid,299
12466,Urban,57,Lithium-Ion,154
12467,Suburban,52,Lead-Acid,198
12468,Urban,55,Lithium-Ion,286
12469,Urban,78,Lead-Acid,285
12470,Suburban,54,Lead-Acid,249
12471,Suburban,58,Lithium-Ion,242
12472,Suburban,53,Lead-Acid,275
12473,Suburban,44,Lithium-Ion,296
12474,Urban,76,Lithium-Ion,199
12475,Suburban,67,Lead-Acid,286
12476,Suburban,51,Lead-Acid,251
12477,Urban,53,Lead-Acid,273
12478,Suburban,77,Lead-Acid,232
12479,Suburban,52,Lithium-Ion,271
12480,Urban,40,Lithium-Ion,160
12481,Urban,63,Lithium-Ion,209
12482,Urban,75,Lithium-Ion,265
12483,Suburban,52,Lithium-Ion,275
12484,Urban,75,Lead-Acid,284
12485,Suburban,68,Lead-Acid,225
12486,Urban,62,Lead-Acid,164
12487,Suburban,48,Lead-Acid,200
12488,Urban,74,Lead-Acid,189
12489,Urban,79,Lead-Acid,255
12490,Suburban,67,Lead-Acid,255
12491,Urban,51,Lead-Acid,283
12492,Suburban,47,Lead-Acid,165
12493,Suburban,67,Lead-Acid,163
12494,Suburban,63,Lead-Acid,261
12495,Suburban,73,Lead-Acid,271
12496,Suburban,49,Lithium-Ion,272
12497,Suburban,75,Lithium-Ion,289
12498,Suburban,59,Lithium-Ion,287
12499,Suburban,68,Lead-Acid,189
12500,Suburban,40,Lead-Acid,224
12501,Urban,58,Lead-Acid,224
12502,Suburban,59,Lead-Acid,281
12503,Suburban,66,Lead-Acid,275
12504,Suburban,41,Lithium-Ion,246
12505,Suburban,62,Lithium-Ion,277
12506,Urban,64,Lead-Acid,266
12507,Suburban,67,Lead-Acid,289
12508,Suburban,79,Lead-Acid,231
12509,Urban,75,Lead-Acid,242
12510,Urban,79,Lead-Acid,294
12511,Urban,73,Lead-Acid,294
12512,Suburban,77,Lead-Acid,276
12513,Urban,47,Lead-Acid,292
12514,Suburban,67,Lithium-Ion,191
12515,Urban,46,Lead-Acid,267
12516,Urban,57,Lithium-Ion,249
12517,Urban,45,Lithium-Ion,261
12518,Urban,60,Lithium-Ion,229
12519,Urban,78,Lithium-Ion,267
12520,Suburban,52,Lithium-Ion,192
12521,Suburban,40,Lithium-Ion,278
12522,Urban,63,Lithium-Ion,212
12523,Urban,68,Lead-Acid,255
12524,Urban,79,Lead-Acid,278
12525,Suburban,51,Lead-Acid,203
12526,Urban,41,Lead-Acid,217
12527,Urban,62,Lead-Acid,202
12528,Suburban,60,Lithium-Ion,165
12529,Urban,62,Lithium-Ion,210
12530,Suburban,52,Lead-Acid,188
12531,Urban,74,Lead-Acid,232
12532,Suburban,52,Lithium-Ion,294
12533,Suburban,61,Lead-Acid,276
12534,Suburban,47,Lithium-Ion,221
12535,Suburban,58,Lead-Acid,254
12536,Urban,70,Lithium-Ion,218
12537,Suburban,55,Lead-Acid,173
12538,Suburban,66,Lead-Acid,239
12539,Urban,42,Lead-Acid,267
12540,Suburban,40,Lead-Acid,292
12541,Urban,50,Lithium-Ion,205
12542,Urban,55,Lead-Acid,226
12543,Suburban,60,Lead-Acid,165
12544,Urban,40,Lead-Acid,161
12545,Suburban,71,Lithium-Ion,237
12546,Urban,66,Lead-Acid,288
12547,Suburban,70,Lithium-Ion,172
12548,Urban,51,Lead-Acid,265
12549,Urban,53,Lithium-Ion,209
12550,Urban,66,Lithium-Ion,272
12551,Urban,76,Lead-Acid,181
12552,Suburban,70,Lithium-Ion,223
12553,Urban,53,Lead-Acid,214
12554,Suburban,57,Lead-Acid,263
12555,Suburban,58,Lithium-Ion,208
12556,Urban,50,Lead-Acid,294
12557,Urban,78,Lithium-Ion,294
12558,Urban,59,Lithium-Ion,291
12559,Suburban,71,Lithium-Ion,194
12560,Urban,52,Lead-Acid,182
12561,Urban,58,Lead-Acid,293
12562,Urban,68,Lead-Acid,171
12563,Suburban,75,Lead-Acid,263
12564,Suburban,61,Lead-Acid,218
12565,Urban,44,Lead-Acid,279
12566,Suburban,50,Lithium-Ion,238
12567,Suburban,50,Lead-Acid,214
12568,Urban,62,Lithium-Ion,246
12569,Urban,68,Lithium-Ion,173
12570,Urban,71,Lithium-Ion,161
12571,Suburban,46,Lead-Acid,271
12572,Suburban,60,Lead-Acid,273
12573,Suburban,59,Lithium-Ion,166
12574,Suburban,72,Lead-Acid,195
12575,Urban,77,Lead-Acid,186
12576,Suburban,67,Lithium-Ion,174
12577,Suburban,74,Lead-Acid,150
12578,Suburban,66,Lithium-Ion,189
12579,Urban,44,Lithium-Ion,169
12580,Suburban,49,Lithium-Ion,209
12581,Suburban,61,Lead-Acid,164
12582,Urban,73,Lead-Acid,202
12583,Suburban,75,Lead-Acid,167
12584,Urban,62,Lead-Acid,248
12585,Suburban,67,Lithium-Ion,259
12586,Suburban,67,Lead-Acid,170
12587,Suburban,65,Lead-Acid,258
12588,Suburban,46,Lead-Acid,166
12589,Suburban,60,Lithium-Ion,298
12590,Suburban,57,Lithium-Ion,216
12591,Urban,51,Lithium-Ion,158
12592,Suburban,44,Lithium-Ion,267
12593,Suburban,60,Lithium-Ion,181
12594,Suburban,73,Lead-Acid,209
12595,Urban,70,Lead-Acid,175
12596,Urban,46,Lead-Acid,177
12597,Suburban,48,Lead-Acid,203
12598,Urban,55,Lithium-Ion,184
12599,Urban,47,Lithium-Ion,199
12600,Suburban,69,Lead-Acid,297
12601,Suburban,75,Lead-Acid,240
12602,Suburban,64,Lead-Acid,180
12603,Urban,40,Lithium-Ion,292
12604,Suburban,79,Lead-Acid,188
12605,Suburban,75,Lithium-Ion,164
12606,Urban,64,Lithium-Ion,165
12607,Suburban,45,Lithium-Ion,274
12608,Urban,65,Lead-Acid,153
12609,Suburban,43,Lead-Acid,204
12610,Urban,56,Lead-Acid,171
12611,Urban,55,Lead-Acid,241
12612,Suburban,74,Lead-Acid,219
12613,Suburban,72,Lead-Acid,157
12614,Suburban,47,Lead-Acid,157
12615,Suburban,63,Lead-Acid,280
12616,Suburban,41,Lead-Acid,230
12617,Urban,51,Lead-Acid,239
12618,Urban,79,Lithium-Ion,174
12619,Suburban,54,Lithium-Ion,169
12620,Urban,50,Lithium-Ion,178
12621,Suburban,63,Lead-Acid,257
12622,Suburban,68,Lead-Acid,219
12623,Urban,73,Lithium-Ion,204
12624,Urban,68,Lithium-Ion,285
12625,Urban,46,Lithium-Ion,260
12626,Urban,46,Lithium-Ion,234
12627,Urban,50,Lead-Acid,211
12628,Urban,71,Lithium-Ion,217
12629,Urban,66,Lead-Acid,170
12630,Urban,42,Lithium-Ion,201
12631,Suburban,40,Lithium-Ion,267
12632,Suburban,56,Lead-Acid,286
12633,Urban,65,Lithium-Ion,192
12634,Urban,67,Lithium-Ion,269
12635,Urban,70,Lead-Acid,249
12636,Urban,77,Lead-Acid,263
12637,Suburban,55,Lithium-Ion,153
12638,Urban,55,Lead-Acid,264
12639,Suburban,76,Lithium-Ion,182
12640,Suburban,79,Lead-Acid,223
12641,Suburban,73,Lithium-Ion,191
12642,Urban,56,Lead-Acid,181
12643,Urban,64,Lead-Acid,220
12644,Urban,41,Lead-Acid,216
12645,Urban,70,Lithium-Ion,202
12646,Urban,74,Lithium-Ion,296
12647,Urban,49,Lead-Acid,219
12648,Urban,72,Lithium-Ion,186
12649,Urban,40,Lead-Acid,258
12650,Suburban,72,Lithium-Ion,180
12651,Urban,65,Lead-Acid,239
12652,Suburban,52,Lithium-Ion,176
12653,Suburban,58,Lead-Acid,191
12654,Urban,64,Lead-Acid,238
12655,Urban,73,Lithium-Ion,167
12656,Suburban,61,Lithium-Ion,242
12657,Urban,41,Lead-Acid,265
12658,Urban,71,Lithium-Ion,191
12659,Suburban,45,Lithium-Ion,243
12660,Suburban,74,Lead-Acid,182
12661,Suburban,73,Lithium-Ion,183
12662,Urban,61,Lithium-Ion,210
12663,Suburban,75,Lithium-Ion,150
12664,Urban,44,Lead-Acid,193
12665,Urban,51,Lead-Acid,232
12666,Suburban,68,Lithium-Ion,258
12667,Urban,53,Lead-Acid,181
12668,Urban,52,Lithium-Ion,290
12669,Urban,55,Lead-Acid,235
12670,Suburban,68,Lithium-Ion,270
12671,Suburban,60,Lithium-Ion,246
12672,Suburban,61,Lithium-Ion,164
12673,Suburban,67,Lithium-Ion,197
12674,Suburban,54,Lithium-Ion,220
12675,Urban,40,Lithium-Ion,257
12676,Urban,67,Lithium-Ion,274
12677,Suburban,52,Lithium-Ion,297
12678,Urban,68,Lithium-Ion,234
12679,Urban,51,Lithium-Ion,277
12680,Urban,68,Lead-Acid,288
12681,Urban,68,Lithium-Ion,231
12682,Suburban,75,Lead-Acid,278
12683,Urban,59,Lead-Acid,288
12684,Suburban,65,Lead-Acid,155
12685,Urban,54,Lithium-Ion,150
12686,Suburban,56,Lithium-Ion,209
12687,Suburban,67,Lead-Acid,258
12688,Urban,43,Lead-Acid,244
12689,Urban,42,Lead-Acid,255
12690,Suburban,54,Lithium-Ion,226
12691,Urban,51,Lead-Acid,254
12692,Urban,63,Lead-Acid,186
12693,Suburban,74,Lithium-Ion,163
12694,Urban,46,Lead-Acid,257
12695,Suburban,58,Lithium-Ion,204
12696,Suburban,69,Lead-Acid,236
12697,Urban,50,Lithium-Ion,195
12698,Urban,76,Lead-Acid,211
12699,Urban,52,Lithium-Ion,164
12700,Urban,67,Lithium-Ion,213
12701,Suburban,58,Lithium-Ion,184
12702,Suburban,54,Lead-Acid,190
12703,Urban,71,Lithium-Ion,214
12704,Urban,42,Lead-Acid,275
12705,Suburban,51,Lead-Acid,264
12706,Urban,46,Lithium-Ion,218
12707,Urban,57,Lithium-Ion,296
12708,Urban,56,Lead-Acid,232
12709,Urban,68,Lithium-Ion,224
12710,Suburban,75,Lithium-Ion,251
12711,Urban,75,Lithium-Ion,276
12712,Suburban,79,Lead-Acid,161
12713,Urban,60,Lithium-Ion,276
12714,Urban,52,Lithium-Ion,255
12715,Suburban,75,Lead-Acid,216
12716,Suburban,56,Lead-Acid,288
12717,Suburban,41,Lithium-Ion,194
12718,Suburban,68,Lithium-Ion,216
12719,Suburban,55,Lead-Acid,197
12720,Suburban,67,Lead-Acid,187
12721,Suburban,77,Lead-Acid,175
12722,Suburban,71,Lead-Acid,298
12723,Urban,72,Lithium-Ion,275
12724,Urban,45,Lithium-Ion,257
12725,Urban,53,Lead-Acid,232
12726,Suburban,79,Lithium-Ion,184
12727,Suburban,50,Lead-Acid,234
12728,Urban,46,Lithium-Ion,197
12729,Suburban,40,Lithium-Ion,206
12730,Urban,48,Lithium-Ion,244
12731,Urban,49,Lithium-Ion,189
12732,Suburban,55,Lead-Acid,240
12733,Urban,75,Lead-Acid,211
12734,Suburban,65,Lead-Acid,250
12735,Suburban,56,Lead-Acid,265
12736,Suburban,74,Lead-Acid,268
12737,Suburban,63,Lead-Acid,278
12738,Suburban,59,Lithium-Ion,173
12739,Suburban,71,Lithium-Ion,188
12740,Urban,58,Lead-Acid,177
12741,Urban,47,Lithium-Ion,295
12742,Suburban,75,Lead-Acid,236
12743,Urban,42,Lead-Acid,159
12744,Urban,50,Lead-Acid,189
12745,Urban,51,Lithium-Ion,200
12746,Suburban,57,Lithium-Ion,219
12747,Urban,75,Lead-Acid,227
12748,Suburban,50,Lithium-Ion,243
12749,Suburban,47,Lead-Acid,269
12750,Urban,55,Lithium-Ion,165
12751,Suburban,68,Lithium-Ion,272
12752,Urban,53,Lithium-Ion,181
12753,Urban,45,Lithium-Ion,233
12754,Urban,50,Lead-Acid,189
12755,Urban,50,Lithium-Ion,256
12756,Suburban,58,Lithium-Ion,194
12757,Suburban,47,Lead-Acid,151
12758,Urban,58,Lithium-Ion,298
12759,Urban,65,Lithium-Ion,178
12760,Urban,77,Lead-Acid,233
12761,Urban,60,Lead-Acid,243
12762,Urban,67,Lead-Acid,256
12763,Suburban,67,Lead-Acid,176
12764,Suburban,51,Lithium-Ion,274
12765,Urban,68,Lithium-Ion,169
12766,Urban,67,Lithium-Ion,282
12767,Urban,44,Lead-Acid,161
12768,Urban,73,Lead-Acid,257
12769,Suburban,69,Lithium-Ion,296
12770,Urban,73,Lithium-Ion,259
12771,Urban,79,Lead-Acid,218
12772,Urban,40,Lithium-Ion,177
12773,Suburban,48,Lead-Acid,150
12774,Suburban,50,Lead-Acid,233
12775,Urban,53,Lithium-Ion,184
12776,Suburban,63,Lithium-Ion,164
12777,Urban,74,Lithium-Ion,191
12778,Suburban,69,Lead-Acid,222
12779,Urban,58,Lithium-Ion,158
12780,Suburban,50,Lithium-Ion,204
12781,Suburban,68,Lithium-Ion,151
12782,Suburban,60,Lead-Acid,188
12783,Suburban,40,Lithium-Ion,219
12784,Urban,56,Lithium-Ion,210
12785,Suburban,44,Lead-Acid,174
12786,Urban,41,Lead-Acid,279
12787,Urban,54,Lithium-Ion,162
12788,Urban,70,Lead-Acid,297
12789,Suburban,56,Lead-Acid,248
12790,Urban,55,Lithium-Ion,274
12791,Urban,59,Lithium-Ion,240
12792,Urban,74,Lead-Acid,280
12793,Urban,70,Lead-Acid,239
12794,Suburban,40,Lead-Acid,209
12795,Urban,75,Lead-Acid,253
12796,Urban,59,Lead-Acid,289
12797,Suburban,53,Lithium-Ion,297
12798,Suburban,53,Lithium-Ion,259
12799,Suburban,63,Lead-Acid,291
12800,Urban,50,Lead-Acid,278
12801,Suburban,73,Lithium-Ion,168
12802,Urban,73,Lithium-Ion,262
12803,Urban,75,Lithium-Ion,227
12804,Suburban,52,Lithium-Ion,193
12805,Suburban,45,Lead-Acid,226
12806,Urban,50,Lead-Acid,186
12807,Suburban,60,Lead-Acid,229
12808,Urban,47,Lead-Acid,158
12809,Suburban,47,Lead-Acid,270
12810,Suburban,40,Lithium-Ion,276
12811,Urban,76,Lead-Acid,274
12812,Urban,62,Lead-Acid,166
12813,Urban,69,Lithium-Ion,153
12814,Urban,78,Lead-Acid,252
12815,Suburban,52,Lithium-Ion,269
12816,Suburban,56,Lithium-Ion,236
12817,Urban,54,Lithium-Ion,179
12818,Urban,73,Lithium-Ion,154
12819,Suburban,73,Lithium-Ion,279
12820,Urban,47,Lead-Acid,161
12821,Urban,54,Lithium-Ion,282
12822,Suburban,45,Lithium-Ion,183
12823,Suburban,50,Lithium-Ion,193
12824,Urban,42,Lead-Acid,177
12825,Urban,78,Lithium-Ion,218
12826,Suburban,71,Lead-Acid,255
12827,Urban,46,Lithium-Ion,257
12828,Urban,61,Lead-Acid,228
12829,Urban,54,Lithium-Ion,274
12830,Suburban,44,Lithium-Ion,166
12831,Suburban,50,Lithium-Ion,225
12832,Urban,75,Lead-Acid,215
12833,Urban,67,Lithium-Ion,284
12834,Suburban,44,Lead-Acid,228
12835,Urban,61,Lithium-Ion,271
12836,Suburban,72,Lead-Acid,235
12837,Urban,60,Lead-Acid,232
12838,Suburban,65,Lead-Acid,265
12839,Suburban,47,Lithium-Ion,292
12840,Urban,44,Lead-Acid,225
12841,Suburban,69,Lead-Acid,237
12842,Urban,59,Lead-Acid,259
12843,Urban,61,Lithium-Ion,274
12844,Urban,52,Lithium-Ion,273
12845,Urban,41,Lithium-Ion,200
12846,Urban,73,Lead-Acid,181
12847,Suburban,64,Lithium-Ion,208
12848,Suburban,47,Lithium-Ion,194
12849,Urban,57,Lead-Acid,186
12850,Suburban,50,Lithium-Ion,236
12851,Urban,60,Lithium-Ion,261
12852,Urban,62,Lead-Acid,278
12853,Suburban,60,Lead-Acid,289
12854,Suburban,45,Lead-Acid,219
12855,Suburban,42,Lithium-Ion,202
12856,Urban,46,Lead-Acid,191
12857,Suburban,53,Lithium-Ion,187
12858,Urban,40,Lead-Acid,245
12859,Urban,76,Lead-Acid,196
12860,Urban,76,Lead-Acid,178
12861,Urban,61,Lead-Acid,154
12862,Suburban,50,Lithium-Ion,193
12863,Suburban,72,Lithium-Ion,218
12864,Suburban,75,Lithium-Ion,169
12865,Suburban,54,Lead-Acid,178
12866,Urban,51,Lead-Acid,201
12867,Suburban,78,Lithium-Ion,233
12868,Suburban,68,Lithium-Ion,159
12869,Suburban,73,Lithium-Ion,229
12870,Suburban,54,Lithium-Ion,239
12871,Suburban,65,Lead-Acid,181
12872,Urban,70,Lithium-Ion,258
12873,Suburban,48,Lithium-Ion,195
12874,Urban,72,Lead-Acid,240
12875,Urban,58,Lithium-Ion,245
12876,Suburban,64,Lithium-Ion,160
12877,Urban,76,Lithium-Ion,156
12878,Suburban,68,Lead-Acid,299
12879,Urban,42,Lithium-Ion,262
12880,Urban,64,Lithium-Ion,168
12881,Urban,54,Lithium-Ion,160
12882,Urban,64,Lithium-Ion,251
12883,Suburban,76,Lead-Acid,221
12884,Suburban,71,Lithium-Ion,206
12885,Suburban,46,Lead-Acid,155
12886,Urban,48,Lithium-Ion,157
12887,Suburban,67,Lithium-Ion,210
12888,Suburban,56,Lithium-Ion,202
12889,Suburban,64,Lithium-Ion,201
12890,Suburban,46,Lithium-Ion,195
12891,Urban,53,Lithium-Ion,167
12892,Suburban,40,Lead-Acid,247
12893,Urban,78,Lead-Acid,239
12894,Suburban,77,Lead-Acid,275
12895,Urban,71,Lead-Acid,213
12896,Suburban,41,Lithium-Ion,298
12897,Urban,62,Lead-Acid,277
12898,Urban,40,Lead-Acid,223
12899,Suburban,64,Lithium-Ion,206
12900,Suburban,43,Lithium-Ion,180
12901,Suburban,47,Lithium-Ion,236
12902,Urban,69,Lead-Acid,179
12903,Urban,45,Lead-Acid,179
12904,Suburban,51,Lithium-Ion,222
12905,Urban,58,Lead-Acid,296
12906,Urban,47,Lithium-Ion,208
12907,Suburban,57,Lead-Acid,206
12908,Urban,51,Lithium-Ion,263
12909,Urban,55,Lead-Acid,254
12910,Suburban,46,Lithium-Ion,273
12911,Urban,78,Lithium-Ion,248
12912,Suburban,74,Lead-Acid,199
12913,Suburban,65,Lithium-Ion,281
12914,Suburban,42,Lithium-Ion,222
12915,Suburban,42,Lead-Acid,227
12916,Urban,64,Lithium-Ion,190
12917,Suburban,42,Lead-Acid,276
12918,Urban,48,Lithium-Ion,278
12919,Suburban,45,Lithium-Ion,258
12920,Urban,68,Lead-Acid,276
12921,Suburban,59,Lead-Acid,269
12922,Urban,77,Lead-Acid,285
12923,Suburban,64,Lead-Acid,184
12924,Suburban,79,Lead-Acid,207
12925,Urban,42,Lithium-Ion,198
12926,Urban,69,Lead-Acid,219
12927,Urban,71,Lithium-Ion,232
12928,Urban,42,Lead-Acid,187
12929,Suburban,50,Lithium-Ion,200
12930,Urban,77,Lead-Acid,206
12931,Urban,40,Lead-Acid,253
12932,Urban,41,Lead-Acid,295
12933,Suburban,60,Lead-Acid,284
12934,Urban,49,Lead-Acid,297
12935,Urban,70,Lead-Acid,182
12936,Urban,78,Lead-Acid,208
12937,Urban,59,Lithium-Ion,291
12938,Suburban,44,Lead-Acid,258
12939,Suburban,45,Lithium-Ion,222
12940,Urban,73,Lithium-Ion,290
12941,Suburban,76,Lead-Acid,209
12942,Urban,51,Lead-Acid,159
12943,Suburban,56,Lead-Acid,289
12944,Urban,52,Lithium-Ion,290
12945,Suburban,49,Lithium-Ion,167
12946,Suburban,50,Lithium-Ion,252
12947,Urban,78,Lithium-Ion,201
12948,Urban,49,Lead-Acid,270
12949,Urban,66,Lead-Acid,285
12950,Suburban,50,Lithium-Ion,195
12951,Urban,79,Lead-Acid,202
12952,Suburban,61,Lithium-Ion,181
12953,Suburban,61,Lead-Acid,176
12954,Urban,45,Lead-Acid,203
12955,Suburban,43,Lead-Acid,265
12956,Suburban,71,Lithium-Ion,245
12957,Urban,70,Lithium-Ion,262
12958,Urban,56,Lithium-Ion,185
12959,Urban,45,Lead-Acid,284
12960,Urban,44,Lithium-Ion,228
12961,Suburban,49,Lithium-Ion,242
12962,Urban,49,Lead-Acid,256
12963,Urban,45,Lead-Acid,150
12964,Suburban,52,Lead-Acid,226
12965,Suburban,48,Lithium-Ion,274
12966,Urban,54,Lithium-Ion,224
12967,Suburban,70,Lead-Acid,228
12968,Urban,63,Lead-Acid,253
12969,Suburban,53,Lithium-Ion,188
12970,Suburban,50,Lead-Acid,188
12971,Urban,56,Lead-Acid,257
12972,Urban,45,Lithium-Ion,247
12973,Urban,65,Lead-Acid,196
12974,Urban,50,Lithium-Ion,193
12975,Suburban,49,Lithium-Ion,257
12976,Suburban,65,Lithium-Ion,155
12977,Suburban,42,Lead-Acid,236
12978,Suburban,69,Lead-Acid,187
12979,Urban,73,Lead-Acid,194
12980,Suburban,44,Lead-Acid,291
12981,Urban,58,Lead-Acid,229
12982,Suburban,48,Lead-Acid,267
12983,Suburban,60,Lithium-Ion,240
12984,Suburban,71,Lithium-Ion,210
12985,Urban,64,Lead-Acid,151
12986,Urban,69,Lithium-Ion,268
12987,Suburban,70,Lead-Acid,222
12988,Suburban,67,Lithium-Ion,245
12989,Urban,62,Lead-Acid,265
12990,Urban,60,Lead-Acid,203
12991,Urban,51,Lithium-Ion,261
12992,Urban,54,Lead-Acid,207
12993,Suburban,43,Lithium-Ion,242
12994,Urban,73,Lead-Acid,205
12995,Suburban,65,Lithium-Ion,215
12996,Suburban,60,Lithium-Ion,280
12997,Urban,47,Lead-Acid,260
12998,Urban,56,Lithium-Ion,240
12999,Suburban,49,Lead-Acid,225
13000,Urban,79,Lead-Acid,234
13001,Urban,45,Lead-Acid,224
13002,Urban,46,Lead-Acid,223
13003,Suburban,75,Lead-Acid,247
13004,Urban,66,Lithium-Ion,287
13005,Suburban,41,Lead-Acid,258
13006,Suburban,79,Lead-Acid,225
13007,Urban,47,Lithium-Ion,175
13008,Suburban,62,Lithium-Ion,275
